1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 0; 0; 1; 0; 0; 1; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 0.05; 1; 0; 0; 0; 1; 0; 0; 1; 0.984084505690811; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 0.1; 1; 0; 0; 0; 1; 0; 0; 1; 0.968169011381621; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 0.15; 1; 0; 0; 0; 1; 0; 0; 1; 0.952253517072431; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 0.2; 1; 0; 0; 0; 1; 0; 0; 1; 0.936338022763242; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 6.28; 1; 0; 0; 0; 1; 0; 0; 0.998986085234206; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 6.25; 1; 0; 0; 0; 1; 0; 0; 0.989436788648692; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 6.2; 1; 0; 0; 0; 1; 0; 0; 0.973521294339502; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 6.15; 1; 0; 0; 0; 1; 0; 0; 0.957605800030313; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 6.1; 1; 0; 0; 0; 1; 0; 0; 0.941690305721123; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 3.14; 1; 0; 0; 1; 0; 0; 0; 1; 1.0005069573829; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 3.2; 1; 0; 0; 1; 0; 0; 0; 1; 0.98140836421187; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 3.25; 1; 0; 0; 1; 0; 0; 0; 1; 0.96549286990268; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 3.3; 1; 0; 0; 1; 0; 0; 0; 1; 0.949577375593491; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 3.35; 1; 0; 0; 1; 0; 0; 0; 1; 0.933661881284301; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 3.1; 1; 0; 0; 1; 0; 0; 0; 0.986760647169751; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 3.05; 1; 0; 0; 1; 0; 0; 0; 0.970845152860561; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 3; 1; 0; 0; 1; 0; 0; 0; 0.954929658551372; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 2.95; 1; 0; 0; 1; 0; 0; 0; 0.939014164242183; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 2.9; 1; 0; 0; 1; 0; 0; 0; 0.923098669932993; 1; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 1.57; 1; 0; 1; 0; 0; 0; 0; 1; 1.00025347869145; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 1.62; 1; 0; 1; 0; 0; 0; 0; 1; 0.984337984382259; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 1.65; 1; 0; 1; 0; 0; 0; 0; 1; 0.974788687796745; 1; 1
1; 1; 1; 1; 1; 1; 1; 1; 1.7; 1; 0; 1; 0; 0; 0; 0; 1; 0.958873193487556; 1; 1
